Name,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Burnout_rate
Resource 190,F,58,4,Married,Lebanon,Purchasing,Conceptual,27,1,53,2,3,10,type2,1,3,0.7516,0.7075,1,4,8,3,0.1715
Resource 191,M,62,5,Married,Franklin,Logistics,Conceptual,35,3,24,2,4,6,type1,4,3,0.7516,-0.4537,2,3,7,3,0.1213
Resource 192,M,40,3,Single,Lebanon,Accounting and Finance,Analytical,16,4,58,0,4,5,type2,3,3,-0.1048,-0.4537,2,3,6,3,0.1623
Resource 193,F,38,3,Married,Lebanon,IT,Directive,13,3,41,1,2,6,type0,2,1,-0.1048,-0.4537,2,3,9,4,0.1108
Resource 194,F,21,3,Married,Clinton,Operarions,Directive,2,2,53,1,3,6,type0,4,3,-0.1048,-0.4537,3,3,6,1,0.0932
Resource 195,F,53,1,Married,Franklin,Logistics,Directive,25,3,25,0,2,8,type3,1,5,0.7516,1.8688,2,3,8,3,0.0069
Resource 196,M,38,4,Married,Springfield,Logistics,Behavioral,10,4,63,1,2,7,type2,3,3,0.7516,0.7075,1,3,8,5,0.1015
Resource 197,M,50,1,Single,Franklin,Accounting and Finance,Analytical,28,4,24,2,4,7,type2,1,3,0.7516,0.7075,1,2,8,5,0.1001
Resource 198,M,40,3,Married,Springfield,Logistics,Directive,,1,57,1,2,6,type2,1,3,-0.9612,-0.4537,2,5,7,3,0.0543
Resource 199,F,32,1,Single,Franklin,R&D,Conceptual,7,1,35,1,2,8,type2,2,4,0.7516,-0.4537,1,2,7,3,0.5428
Resource 200,F,37,3,Married,Franklin,Logistics,Conceptual,8,1,72,1,3,3,type3,1,3,0.7516,0.7075,2,2,8,3,0.0836
Resource 201,F,46,3,Married,Springfield,Operarions,Analytical,7,4,71,1,2,8,type0,3,3,,0.7075,2,2,8,3,0.085
Resource 202,F,27,3,Married,Clinton,Production,Directive,3,1,62,0,2,4,type3,3,3,,-0.4537,2,4,8,1,0.0108
Resource 203,M,27,4,Single,Lebanon,Purchasing,Conceptual,4,3,67,1,4,8,type3,3,3,0.7516,1.8688,2,2,5,4,0.8835
Resource 204,M,52,3,Single,Lebanon,Operarions,Directive,25,1,38,1,3,9,type3,3,2,-0.1048,-0.4537,2,2,7,3,0.0091
Resource 205,F,20,5,Married,Springfield,Operarions,Conceptual,1,1,68,0,1,8,type3,3,3,-0.1048,1.8688,2,3,7,4,0.0942
Resource 206,F,55,4,Married,Washington,Quality,Conceptual,29,1,66,1,3,4,type3,2,4,0.7516,0.7075,2,3,8,3,0.2214
Resource 207,F,26,4,Married,Springfield,Logistics,Behavioral,3,1,28,1,5,9,type3,2,3,-1.8176,1.8688,1,4,7,4,0.0019
Resource 208,F,52,3,Married,Franklin,Accounting and Finance,Analytical,21,3,69,0,3,2,type2,3,4,-1.8176,-0.4537,2,5,7,3,0.1718
Resource 209,F,61,3,Married,Clinton,Marketing,Analytical,26,3,60,1,3,8,type3,1,3,-0.1048,0.7075,2,3,7,3,0.251
Resource 210,M,22,3,Single,Washington,IT,Directive,3,3,45,2,4,5,type3,4,4,0.7516,-0.4537,,2,7,3,0.1543
Resource 211,F,,5,Single,Washington,Accounting and Finance,Directive,15,2,30,1,3,8,type3,1,5,,0.7075,2,3,8,1,0.1583
Resource 212,M,30,4,Married,Franklin,Sales,Directive,6,1,58,1,2,7,type4,3,3,0.7516,0.7075,1,2,7,3,0.093
Resource 213,M,32,2,Married,Washington,Sales,Analytical,9,4,49,0,2,4,type2,4,4,0.7516,-0.4537,2,1,7,5,0.1589
Resource 214,M,27,3,Married,Lebanon,Logistics,Conceptual,5,4,41,0,3,7,type2,2,3,0.7516,-0.4537,1,3,5,3,0.0756
Resource 215,F,42,5,Married,Lebanon,Logistics,Directive,13,1,33,1,1,4,type3,3,3,-0.1048,1.8688,2,2,8,3,0.1525
Resource 216,M,27,3,Married,Washington,Purchasing,Conceptual,5,4,68,0,3,8,type3,4,4,0.7516,0.7075,2,4,8,4,0.8769
Resource 217,F,21,3,Married,Lebanon,Logistics,Behavioral,2,1,68,1,1,8,type3,2,3,0.7516,0.7075,2,4,8,3,0.2293
Resource 218,F,49,4,Single,Washington,Logistics,Behavioral,15,2,51,0,3,6,type3,2,4,-0.1048,-2.7762,3,2,7,3,0.0478
Resource 219,F,44,2,Married,Franklin,Marketing,Analytical,20,2,25,2,3,5,type2,3,3,,-0.4537,1,1,8,4,0.0544
Resource 220,F,23,4,Married,Clinton,Sales,Directive,4,1,30,1,2,5,type1,4,3,,0.7075,2,4,8,3,0.6302
Resource 221,M,48,4,Married,Lebanon,Sales,Directive,15,4,72,0,4,7,type2,1,3,-1.8176,-0.4537,2,3,7,4,0.1347
Resource 222,F,22,3,Married,Franklin,Accounting and Finance,Directive,3,3,46,1,4,4,type3,3,4,-0.1048,-0.4537,1,3,8,4,0
Resource 223,M,27,3,Married,Springfield,Marketing,Conceptual,5,3,37,1,2,5,type2,4,3,0.7516,-1.615,3,2,5,2,0.0777
Resource 224,M,54,3,Married,Franklin,IT,Analytical,24,4,26,1,2,2,type3,1,2,0.7516,-0.4537,3,3,5,1,0.0223
Resource 225,M,49,4,Married,Washington,Sales,Behavioral,12,3,48,0,5,8,type2,4,2,,-0.4537,3,3,8,3,0.1191
Resource 226,M,,2,Married,Lebanon,Purchasing,Conceptual,13,1,36,0,3,7,type3,1,3,1.6081,0.7075,1,2,8,3,0.0559
Resource 227,F,59,5,Single,Franklin,Logistics,Conceptual,28,3,29,0,3,4,type2,4,3,-0.1048,0.7075,3,2,6,5,0.1962
Resource 228,F,31,3,Married,Lebanon,Sales,Behavioral,3,1,63,2,4,6,type3,4,1,0.7516,0.7075,2,3,9,3,0.9299
Resource 229,M,19,4,Married,Springfield,IT,Directive,0,0,50,2,5,5,type3,2,2,1.6081,-0.4537,3,3,8,2,0.1306
Resource 230,M,43,3,Single,Springfield,Purchasing,Behavioral,10,3,50,1,1,5,type2,3,3,0.7516,-0.4537,2,3,8,3,0.1038
Resource 231,F,32,3,Single,Washington,R&D,Behavioral,9,4,74,1,5,8,type3,1,3,-0.1048,-0.4537,2,3,9,4,0.1045
Resource 232,F,22,2,Married,Springfield,Logistics,Analytical,3,2,58,0,1,9,type2,2,4,-0.1048,1.8688,1,3,5,4,0.1152
Resource 233,F,46,4,Married,Clinton,Logistics,Behavioral,15,1,43,1,2,4,type3,1,4,-0.1048,-0.4537,2,4,8,3,0.0433
Resource 234,M,52,5,Single,Franklin,Logistics,Analytical,24,3,35,1,2,8,type3,4,3,-1.8176,1.8688,2,3,7,1,0.2683
Resource 235,F,20,3,Married,Lebanon,Human Resource Management,Conceptual,1,1,65,1,2,4,type2,3,3,,-0.4537,2,3,8,3,0.1006
Resource 236,F,56,5,Single,Lebanon,R&D,Conceptual,18,1,31,0,5,8,type3,1,3,0.7516,-0.4537,2,1,8,3,0.1965
Resource 237,F,28,3,Married,Lebanon,Logistics,Analytical,5,4,33,1,3,6,type2,1,3,0.7516,-0.4537,3,3,8,4,0.001
Resource 238,M,32,3,Married,Franklin,Accounting and Finance,Conceptual,10,1,35,0,2,6,type2,3,3,-0.9612,1.8688,1,3,7,3,0.2568
Resource 239,F,53,3,Single,Lebanon,IT,Conceptual,23,4,37,1,3,10,type4,2,3,-1.8176,-0.4537,2,2,5,4,0.042
Resource 240,M,60,3,Married,Clinton,Logistics,Analytical,23,1,37,1,3,5,type2,3,3,0.7516,-0.4537,,3,8,3,0.1353
Resource 241,F,38,4,Single,Franklin,Operarions,Behavioral,14,1,60,2,2,6,type2,1,4,-0.1048,-1.615,2,3,9,3,0.0089
Resource 242,F,27,3,Single,Clinton,R&D,Directive,5,4,71,2,2,6,type3,2,3,-0.9612,-2.7762,2,4,7,3,0.0155
Resource 243,F,52,3,Single,Washington,Sales,Directive,20,2,69,0,2,5,type3,1,3,-0.1048,-0.4537,3,4,7,5,0.3777
Resource 244,F,37,3,Married,Franklin,Accounting and Finance,Analytical,15,4,44,0,3,8,type2,1,3,-1.8176,-0.4537,2,4,8,3,0.1908
Resource 245,F,31,1,Single,Clinton,Production,Analytical,9,4,48,1,1,8,type2,3,4,0.7516,1.8688,,3,6,3,0.0098
Resource 246,M,28,4,Single,Washington,Production,Directive,4,3,42,1,2,7,type2,2,3,0.7516,-0.4537,2,1,8,3,0.2679
Resource 247,F,27,4,Married,Springfield,Human Resource Management,Conceptual,5,2,73,0,3,8,type2,4,4,0.7516,1.8688,,4,8,3,0.0902
Resource 248,M,25,5,Married,Lebanon,Sales,Directive,6,1,30,2,4,5,type2,2,2,1.6081,-0.4537,2,4,8,3,0.175
Resource 249,M,45,2,Married,Springfield,Logistics,Behavioral,20,2,59,0,3,5,type2,2,3,-0.9612,-0.4537,2,3,5,3,0.022
Resource 250,F,59,4,Married,Springfield,Sales,Conceptual,26,2,67,1,2,5,type3,2,4,-0.1048,-0.4537,3,2,8,3,0.0171
Resource 251,F,46,1,Married,Springfield,Accounting and Finance,Behavioral,7,1,49,0,3,4,type2,4,3,-0.9612,0.7075,1,2,7,5,0.0664
Resource 252,F,37,4,Single,Lebanon,Sales,Analytical,14,1,66,1,5,5,type3,4,2,-0.9612,-0.4537,2,4,8,3,0.1919
Resource 253,F,37,2,Married,Springfield,Logistics,Analytical,10,1,46,1,1,6,type2,4,2,-1.8176,-0.4537,2,4,8,4,0.1496
Resource 254,F,37,5,Married,Washington,Purchasing,Behavioral,,3,42,1,3,6,type3,1,3,-0.1048,-0.4537,2,3,7,4,0.0335
Resource 255,F,55,4,Single,Franklin,Sales,Directive,19,1,53,0,3,4,type2,1,3,-1.8176,0.7075,2,3,7,3,0.1161
Resource 256,F,22,5,Single,Washington,Security,Analytical,3,2,29,0,2,2,type3,2,3,-0.1048,0.7075,2,2,9,3,0.0661
Resource 257,F,26,3,Married,Clinton,Logistics,Conceptual,4,2,31,1,3,8,type2,2,3,1.6081,0.7075,2,3,7,3,0.0461
Resource 258,F,21,3,Married,Springfield,Logistics,Conceptual,2,1,71,1,2,5,type2,1,3,0.7516,1.8688,2,3,7,4,0.0312
Resource 259,F,27,4,Married,Lebanon,Logistics,Behavioral,5,2,29,1,2,4,type4,4,3,-0.9612,0.7075,2,4,9,4,0.1411
Resource 260,M,22,4,Single,Lebanon,Sales,Directive,3,3,68,0,2,7,type3,3,2,0.7516,-0.4537,2,4,8,2,0.694
Resource 261,M,63,1,Married,Washington,Human Resource Management,Behavioral,30,3,54,1,3,8,type2,3,4,-0.9612,0.7075,2,1,6,4,0.0774
Resource 262,M,42,3,Single,Washington,Purchasing,Analytical,9,3,23,1,3,5,type3,2,4,0.7516,1.8688,,4,6,3,0.0379
Resource 263,M,,3,Married,Springfield,Accounting and Finance,Behavioral,24,1,34,0,4,8,type2,3,5,0.7516,-0.4537,2,5,8,5,0.1514
Resource 264,F,28,4,Married,Springfield,Sales,Conceptual,5,1,51,0,1,8,type2,1,2,-0.1048,-0.4537,2,2,7,2,0.1247
Resource 265,M,35,5,Married,Franklin,Production,Conceptual,6,1,51,1,3,6,type4,2,4,-1.8176,-0.4537,2,2,7,3,0.0032
Resource 266,F,34,3,Married,Lebanon,Accounting and Finance,Behavioral,9,1,41,0,3,6,type3,2,3,0.7516,-0.4537,2,3,8,4,0.1995
Resource 267,M,28,5,Married,Franklin,Operarions,Analytical,5,2,25,1,3,3,type2,3,3,-1.8176,0.7075,2,3,5,3,0.7602
Resource 268,F,39,4,Single,Franklin,IT,Conceptual,12,3,60,0,3,7,type3,4,3,-0.1048,-0.4537,3,3,7,4,0.2289
Resource 269,F,33,2,Married,Clinton,Logistics,Directive,5,3,49,2,3,4,type2,3,3,1.6081,0.7075,1,4,8,3,0.3863
Resource 270,F,62,3,Married,Franklin,Sales,Behavioral,29,2,38,0,3,8,type2,3,4,0.7516,-0.4537,2,4,8,5,0.061
Resource 271,M,46,3,Married,Franklin,Purchasing,Conceptual,16,2,50,1,2,5,type3,1,3,-0.1048,-0.4537,2,3,9,3,0.2199
Resource 272,F,,3,Married,Franklin,Sales,Behavioral,6,2,29,1,3,4,type2,2,4,-0.1048,-0.4537,1,1,7,3,0.0746
Resource 273,F,41,3,Single,Springfield,IT,Behavioral,10,2,42,1,1,6,type2,1,4,-1.8176,-0.4537,2,3,9,2,0.1777
Resource 274,M,54,4,Married,Lebanon,Sales,Directive,27,3,44,1,1,7,type2,1,4,,0.7075,2,2,6,3,0.1643
Resource 275,F,50,4,Single,Washington,Marketing,Analytical,26,4,24,1,1,7,type2,3,1,-1.8176,-2.7762,,1,7,4,0.1051
Resource 276,F,37,4,Single,Franklin,Operarions,Conceptual,8,4,68,0,4,2,type3,3,5,-0.1048,0.7075,2,4,8,3,0.098
Resource 277,M,,4,Single,Franklin,Logistics,Analytical,4,3,74,1,3,8,type2,1,3,0.7516,-0.4537,1,2,8,3,0.049
Resource 278,F,43,5,Married,Springfield,R&D,Behavioral,18,4,42,2,3,7,type2,1,3,,1.8688,2,3,8,3,0.5279
Resource 279,M,34,5,Married,Franklin,Logistics,Behavioral,5,1,73,2,4,2,type2,1,3,0.7516,-1.615,2,2,6,3,0.0063
Resource 280,F,61,2,Single,Washington,IT,Directive,22,4,69,0,1,4,type2,3,3,0.7516,1.8688,2,4,5,3,0.1569
Resource 281,F,19,3,Married,Franklin,Logistics,Analytical,0,0,29,1,2,10,type3,2,3,,0.7075,1,3,8,3,0.1243
Resource 282,F,60,3,Married,Springfield,Sales,Behavioral,37,3,26,1,2,7,type2,4,3,-0.1048,-0.4537,2,3,6,3,0.2445
Resource 283,F,23,4,Single,Springfield,IT,Directive,4,2,51,1,2,5,type2,4,3,-0.1048,-0.4537,,3,8,3,0.2869
Resource 284,F,,4,Married,Washington,Sales,Conceptual,8,3,58,2,3,6,type3,3,4,-0.1048,0.7075,2,4,6,2,0.3228
Resource 285,M,56,3,Married,Springfield,Logistics,Directive,18,3,55,1,5,8,type2,4,3,-1.8176,-0.4537,1,3,8,3,0.1868
Resource 286,M,45,5,Married,Franklin,Logistics,Conceptual,6,4,31,0,4,3,type3,3,4,0.7516,-1.615,1,3,6,3,0.1345
Resource 287,M,25,3,Married,Springfield,Operarions,Behavioral,6,1,43,1,3,1,type2,4,1,-1.8176,-0.4537,2,2,8,3,0.0943
Resource 288,M,34,4,Single,Washington,IT,Analytical,12,1,42,1,3,5,type2,3,4,0.7516,-0.4537,2,4,8,5,0.2896
Resource 289,F,32,2,Married,Lebanon,Logistics,Conceptual,9,1,35,0,1,10,type3,4,5,-0.9612,0.7075,2,4,6,3,0.1562
Resource 290,F,53,4,Married,Lebanon,IT,Conceptual,19,1,66,1,4,6,type2,3,3,-0.1048,-0.4537,2,2,8,3,0.2534
Resource 291,F,21,4,Married,Clinton,Operarions,Directive,2,2,67,0,3,8,type2,1,4,1.6081,-0.4537,3,1,6,4,0.2367
Resource 292,F,31,3,Single,Springfield,Purchasing,Behavioral,4,4,49,0,1,5,type2,2,3,-0.9612,-0.4537,3,2,8,3,0.2359
Resource 293,M,37,4,Single,Springfield,Sales,Conceptual,15,4,44,1,1,8,type2,1,3,-0.9612,-0.4537,2,3,7,3,0.2183
Resource 294,F,22,4,Single,Washington,Logistics,Analytical,3,3,72,1,1,7,type2,1,3,-1.8176,1.8688,2,4,8,4,0.2718
Resource 295,M,54,1,Married,Clinton,Operarions,Directive,24,2,69,1,3,9,type2,4,3,-0.9612,-0.4537,2,2,7,3,0.1032
Resource 296,M,37,2,Single,Springfield,Operarions,Behavioral,12,1,69,1,1,1,type2,1,1,0.7516,1.8688,3,3,8,3,0.1578
Resource 297,F,31,3,Single,Washington,Human Resource Management,Behavioral,2,2,32,1,2,2,type4,1,3,0.7516,0.7075,2,3,6,3,0.1629
Resource 298,F,31,4,Married,Springfield,Quality,Analytical,4,4,60,0,2,3,type2,4,2,-0.1048,1.8688,2,2,8,3,0.0703
Resource 299,F,32,3,Married,Springfield,IT,Conceptual,5,2,54,2,3,6,type3,4,3,-0.1048,-0.4537,2,1,5,3,0.2512
Resource 300,M,58,3,Married,Lebanon,IT,Behavioral,20,4,56,0,3,7,type2,4,3,-0.1048,-0.4537,2,3,8,1,0.1086
Resource 301,F,30,3,Single,Franklin,IT,Conceptual,8,2,31,2,5,7,type2,1,4,-1.8176,-0.4537,,3,8,3,0.164
Resource 302,M,21,1,Single,Washington,Operarions,Behavioral,2,1,70,1,5,7,type3,4,4,-1.8176,-0.4537,2,3,8,4,0.3107
Resource 303,M,27,4,Married,Franklin,Operarions,Conceptual,4,4,22,0,2,8,type3,2,2,0.7516,0.7075,1,3,7,3,0.0189
Resource 304,F,,4,Single,Washington,Logistics,Behavioral,3,3,69,2,3,6,type2,1,3,-1.8176,0.7075,2,3,8,4,0.1543
Resource 305,F,60,3,Single,Springfield,Logistics,Behavioral,33,4,47,1,4,5,type2,2,3,-0.1048,-0.4537,,3,7,2,0.0905
Resource 306,M,58,3,Single,Washington,R&D,Analytical,36,4,23,1,5,8,type3,1,3,,0.7075,,4,6,4,0.2459
Resource 307,F,65,4,Married,Clinton,Logistics,Directive,33,1,56,0,3,4,type2,3,4,0.7516,0.7075,2,3,6,3,0.0206
Resource 308,F,25,4,Married,Lebanon,Logistics,Behavioral,6,1,30,2,3,9,type2,3,5,-0.9612,-0.4537,2,2,8,2,0.2291
Resource 309,M,45,3,Married,Springfield,Security,Behavioral,9,1,37,0,2,5,type2,3,3,0.7516,0.7075,2,2,7,3,0.0403
Resource 310,M,31,1,Single,Franklin,Logistics,Conceptual,8,3,31,2,2,8,type2,1,3,-0.1048,-0.4537,1,3,8,3,0.2188
Resource 311,F,36,1,Single,Springfield,Logistics,Conceptual,13,4,70,0,4,5,type2,1,5,0.7516,-2.7762,3,3,9,2,0.0607
Resource 312,F,60,2,Single,Franklin,Marketing,Conceptual,22,3,63,2,2,6,type2,3,4,0.7516,-0.4537,2,2,8,5,0.2272
Resource 313,M,60,1,Married,Springfield,Sales,Analytical,31,1,42,1,3,6,type2,3,4,0.7516,-0.4537,2,3,7,2,0.0291
Resource 314,M,47,4,Married,Franklin,IT,Analytical,12,4,55,1,2,4,type3,1,4,0.7516,0.7075,2,4,8,3,0.0527
Resource 315,F,53,5,Married,Washington,IT,Analytical,15,1,73,1,3,2,type3,2,4,0.7516,-0.4537,2,2,6,4,0.0478
Resource 316,F,48,3,Married,Lebanon,Sales,Conceptual,11,2,51,1,4,5,type3,4,3,0.7516,-0.4537,2,2,8,5,0.0263
Resource 317,F,47,4,Married,Lebanon,R&D,Directive,11,2,21,0,2,5,type3,4,3,-1.8176,-0.4537,1,5,8,1,0.0926
Resource 318,F,52,1,Single,Clinton,Sales,Conceptual,13,4,62,1,1,2,type2,1,3,-1.8176,-1.615,1,3,7,3,0.2322
Resource 319,F,65,5,Single,Lebanon,IT,Analytical,36,4,68,0,3,6,type4,4,4,0.7516,0.7075,,3,5,4,0.3604
Resource 320,F,19,2,Married,Clinton,Sales,Analytical,0,0,40,2,3,2,type2,1,3,,1.8688,2,2,7,3,0.0052
Resource 321,F,26,2,Single,Franklin,IT,Directive,4,2,41,1,3,2,type3,3,3,0.7516,0.7075,2,1,7,5,0.2283
Resource 322,M,49,3,Married,Lebanon,Quality,Behavioral,23,2,20,1,2,6,type3,3,1,-0.9612,-0.4537,2,3,7,5,0.1385
Resource 323,F,34,2,Single,Lebanon,Sales,Behavioral,12,4,54,2,2,2,type2,2,2,-0.9612,-0.4537,2,2,8,3,0.2979
Resource 324,F,25,4,Single,Franklin,Security,Conceptual,6,3,20,0,3,5,type2,1,4,0.7516,-0.4537,2,4,5,3,0.7669
Resource 325,M,28,3,Married,Lebanon,Operarions,Directive,4,2,64,1,3,3,type2,4,1,-0.9612,-0.4537,2,2,8,3,0.0945
Resource 326,F,51,4,Married,Springfield,IT,Analytical,19,1,32,1,3,8,type2,4,2,-1.8176,0.7075,3,2,6,5,0.2653
Resource 327,F,23,2,Single,Franklin,IT,Analytical,4,4,33,1,3,2,type2,2,4,0.7516,-0.4537,2,4,7,3,0.2529
Resource 328,F,57,3,Single,Lebanon,Marketing,Conceptual,24,1,27,1,3,5,type3,4,3,,-0.4537,1,4,7,4,0.1899
Resource 329,M,24,3,Married,Lebanon,Accounting and Finance,Directive,5,1,34,1,2,6,type4,3,5,0.7516,-0.4537,3,2,6,3,0.0596
Resource 330,F,26,3,Married,Franklin,Sales,Behavioral,2,1,30,1,3,9,type2,1,3,-0.9612,-1.615,3,1,8,3,0.0592
Resource 331,F,,2,Married,Lebanon,Operarions,Conceptual,7,4,60,1,3,2,type3,1,3,-0.1048,0.7075,,1,5,4,0.1813
Resource 332,F,28,3,Married,Lebanon,IT,Conceptual,4,3,59,1,1,8,type2,1,3,,-2.7762,2,3,9,1,0.1421
Resource 333,F,21,4,Married,Lebanon,Marketing,Behavioral,2,2,44,2,1,5,type2,1,3,0.7516,-0.4537,2,2,8,3,0.1305
Resource 334,M,57,2,Single,Lebanon,Sales,Analytical,24,4,40,1,2,4,type2,3,3,-0.1048,0.7075,2,4,5,3,0.5785
Resource 335,F,61,4,Married,Lebanon,Marketing,Conceptual,27,4,42,0,3,4,type4,1,3,0.7516,-0.4537,2,2,5,1,0.0425
Resource 336,F,22,2,Married,Springfield,Operarions,Analytical,3,2,25,1,4,7,type3,1,3,-0.1048,0.7075,2,2,8,3,0.1043
Resource 337,F,21,2,Married,Lebanon,Sales,Analytical,2,2,64,0,3,5,type3,2,5,0.7516,-1.615,,4,7,2,0.0416
Resource 338,M,21,3,Married,Franklin,Operarions,Behavioral,2,2,52,1,3,6,type2,3,2,0.7516,-1.615,1,2,6,5,0.1919
Resource 339,F,26,2,Married,Franklin,IT,Behavioral,4,3,42,1,3,4,type3,3,1,,-0.4537,2,3,5,3,0.2638
Resource 340,F,34,3,Single,Lebanon,Accounting and Finance,Conceptual,9,2,27,2,4,8,type2,4,4,-0.9612,-0.4537,3,2,5,5,0.0311
Resource 341,F,48,3,Single,Springfield,Sales,Conceptual,22,1,73,1,4,4,type2,2,3,-0.1048,0.7075,2,3,8,3,0.4429
Resource 342,M,56,2,Married,Clinton,Sales,Behavioral,32,2,42,1,4,8,type4,3,3,-0.1048,-0.4537,2,4,8,3,0.1574
Resource 343,F,65,1,Married,Franklin,IT,Behavioral,41,1,51,0,5,5,type3,1,3,0.7516,0.7075,1,2,8,3,0.192
Resource 344,M,31,5,Married,Clinton,Sales,Directive,4,2,42,0,3,9,type0,2,1,-0.1048,-0.4537,2,4,7,4,0.609
Resource 345,M,43,4,Married,Washington,Human Resource Management,Behavioral,16,1,48,1,2,9,type3,1,3,0.7516,-1.615,2,2,6,3,0.1716
Resource 346,F,64,3,Married,Springfield,Human Resource Management,Analytical,37,4,62,0,3,4,type2,4,3,,0.7075,2,4,8,4,0.0221
Resource 347,F,31,4,Married,Franklin,Accounting and Finance,Analytical,9,1,20,0,2,4,type2,4,3,0.7516,-0.4537,2,4,8,4,0.1293
Resource 348,M,45,4,Married,Lebanon,Operarions,Directive,14,1,55,2,3,2,type3,2,4,0.7516,-0.4537,2,3,8,3,0.1343
Resource 349,F,20,4,Single,Springfield,Quality,Directive,1,1,56,1,5,5,type2,2,3,-1.8176,-0.4537,2,3,8,3,0.1737
Resource 350,M,29,3,Married,Lebanon,IT,Analytical,5,3,40,0,3,8,type2,3,2,-0.1048,-0.4537,2,4,7,2,0.1555
Resource 351,F,45,1,Single,Franklin,Logistics,Behavioral,16,1,73,1,4,8,type2,2,5,0.7516,0.7075,2,4,7,3,0.1671
Resource 352,M,50,1,Single,Lebanon,Sales,Behavioral,18,1,52,0,3,8,type3,1,2,-1.8176,0.7075,2,3,8,3,0.0123
Resource 353,F,55,4,Married,Springfield,Security,Directive,27,1,48,0,3,8,type2,4,2,0.7516,0.7075,,3,5,3,0.0482
Resource 354,F,33,4,Married,Washington,Operarions,Conceptual,9,4,27,1,2,6,type3,3,3,-0.1048,0.7075,2,2,7,3,0.2451
Resource 355,M,58,3,Single,Springfield,Logistics,Directive,28,1,64,0,3,7,type2,4,3,-0.1048,-0.4537,1,4,8,5,0.4217
Resource 356,F,65,3,Single,Springfield,Accounting and Finance,Behavioral,36,3,74,2,2,8,type3,2,5,-0.1048,-0.4537,3,4,7,2,0.0473
Resource 357,F,34,3,Married,Springfield,IT,Conceptual,8,4,32,1,3,9,type3,3,4,-0.1048,0.7075,2,4,8,3,0.1852
Resource 358,F,39,4,Single,Lebanon,Logistics,Conceptual,15,2,36,1,2,6,type2,3,3,-0.1048,0.7075,1,3,8,4,0.0474
Resource 359,M,,1,Single,Lebanon,Logistics,Behavioral,12,2,52,0,2,5,type2,2,3,-0.9612,-0.4537,3,4,6,3,0.7447
Resource 360,F,25,4,Married,Washington,Operarions,Analytical,6,4,72,0,4,9,type2,1,3,-1.8176,-0.4537,1,3,7,4,0.2466
Resource 361,F,58,4,Married,Springfield,IT,Behavioral,32,4,63,0,2,6,type2,1,3,-1.8176,0.7075,3,3,6,3,0.0376
Resource 362,F,32,3,Married,Springfield,IT,Behavioral,4,1,47,1,3,5,type2,4,3,0.7516,0.7075,2,2,8,3,0.0321
Resource 363,M,52,4,Married,Washington,IT,Directive,15,2,42,0,2,5,type2,3,3,0.7516,-0.4537,1,4,6,3,0.0412
Resource 364,F,59,1,Single,Franklin,Operarions,Analytical,30,3,66,2,3,5,type2,3,2,0.7516,0.7075,2,3,7,5,0.1824
Resource 365,M,22,3,Single,Springfield,R&D,Analytical,3,3,26,2,3,8,type2,5,3,-0.1048,-2.7762,2,2,8,3,0.1725
Resource 366,F,30,3,Single,Clinton,IT,Directive,6,2,31,0,3,5,type2,4,3,-1.8176,0.7075,2,4,6,5,0.1506
Resource 367,F,21,3,Married,Clinton,IT,Conceptual,2,2,45,1,2,6,type2,1,4,,-0.4537,2,4,8,5,0.1321
Resource 368,M,22,3,Single,Washington,Quality,Directive,3,3,42,1,3,8,type2,1,4,-0.9612,-0.4537,2,3,7,3,0.1618
Resource 369,F,42,3,Married,Washington,Security,Directive,9,3,50,0,3,5,type2,2,3,0.7516,1.8688,1,1,6,2,0.5346
Resource 370,M,60,1,Married,Lebanon,IT,Conceptual,28,1,45,2,4,8,type2,3,4,-0.1048,1.8688,1,2,8,2,0.0747
Resource 371,M,52,3,Married,Washington,IT,Analytical,26,3,27,1,2,8,type2,2,3,-0.1048,1.8688,2,3,5,3,0.1822
Resource 372,M,37,3,Married,Springfield,IT,Behavioral,13,3,68,1,2,8,type2,1,4,-1.8176,0.7075,,3,7,4,0.0449
Resource 373,M,63,2,Married,Springfield,IT,Directive,31,4,64,0,2,6,type4,1,3,-0.9612,0.7075,2,3,8,3,0.0834
Resource 374,F,21,3,Married,Lebanon,Purchasing,Analytical,2,2,32,2,3,4,type1,2,3,0.7516,-0.4537,2,3,8,3,0.1666
Resource 375,F,40,5,Married,Franklin,Purchasing,Behavioral,15,1,69,1,2,4,type3,2,3,-1.8176,-0.4537,2,3,8,4,0.0177
Resource 376,F,,1,Married,Franklin,IT,Behavioral,8,4,56,2,2,7,type3,3,3,-0.9612,-0.4537,,1,8,1,0.1873
Resource 377,M,37,4,Married,Washington,Accounting and Finance,Directive,11,4,65,1,4,7,type2,2,3,-0.1048,-2.7762,2,2,7,3,0.037
Resource 378,F,54,1,Married,Franklin,IT,Analytical,29,1,73,1,4,6,type2,3,4,0.7516,-0.4537,2,5,8,3,0.1856
Resource 379,F,25,5,Single,Franklin,IT,Analytical,6,3,35,0,3,5,type2,1,4,1.6081,-2.7762,2,4,8,3,0.1784
